timestamp,monotonic_s,event,flight_state,motor_enabled,motor_ctrl_mode,control_mode,output_valid,l1_valid,l1_nominal,l1_reason,dr_method,confidence_scale,pid_enabled,yaw_rate_limit_dps,pos_N,pos_E,target_N,target_E,dist_to_target_m,bearing_to_target_deg,crosstrack_angle_deg,ground_speed_mps,left_pw,right_pw,left_angle_deg,right_angle_deg,delta_ff_deg,delta_pid_deg,delta_arm_deg,angular_velocity_cmd_deg_s,angular_velocity_meas_deg_s,angular_velocity_error_deg_s,motor_cmd,saturated,sensor_valid,gyro_rejected,gps_lat,gps_lon,gps_course_deg,gps_speed_mps,gps_pos_health,gps_motion_health,gps_pos_age_s,gps_motion_age_s,imu_roll_deg,imu_pitch_deg,imu_yaw_deg,imu_gyrz_deg_s,imu_health,imu_age_s,lin_acc_x_mps2,lin_acc_y_mps2,lin_acc_z_mps2,lin_acc_valid,lin_acc_reject_reason,raw_acc_norm_mps2,gravity_body_x_mps2,gravity_body_y_mps2,gravity_body_z_mps2,lin_acc_xy_mag_mps2,imu_sample_age_s,baro_alt_m,baro_sink_rate_mps,baro_health,baro_age_s,target_lat,target_lon,l1input_valid,l1input_reason,l1output_valid,l1output_reason,ctrl_valid,ctrl_reason,gps_pos_fresh,gps_motion_fresh,imu_gyrz_fresh,imu_yaw_fresh,baro_sink_fresh,acc_fresh,dr_anchor_valid,dr_current_valid,dr_confidence,dr_age_s,nav_E,nav_N,nav_V,nav_course_deg,nav_vE,nav_vN,dr_current_E,dr_current_N,dr_current_V,dr_current_course_deg,yaw_rate_cmd_dps,kp_used,ff_scale,d_total
2026-06-03T02:00:40.691,1.0,DR_PM_GB_CLOSED,3,1,GPS_GUIDED,ControlMode.FAIL,1,1,0,OK,DRMethod.NONE,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,1591.0,1524.0,80.0,80.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,1,OK,1,OK,1,OK,0,0,0,0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.188733853924695,0.25,0.8,3.0
