host_time,team_id,time,packet_count,mode,state,altitude_m,temperature_c,pressure_hpa,voltage_v,current_a,power_w,gyro_roll,gyro_pitch,gyro_yaw,acc_roll,acc_pitch,acc_yaw,mag_roll,mag_pitch,mag_yaw,gps_time,gps_alt,gps_lat,gps_lon,gps_sats,distance_cm,cmd_echo,filtered_roll,filtered_pitch,filtered_yaw,start_lat,start_lon,target_lat,target_lon,carrot_lat,carrot_lon,current_heading_deg,desired_heading_deg,left_pulse_us,right_pulse_us,guidance_state,raw
2026-05-06T03:40:13.222,1070,03:40:12,39,S,0,25.37,34.07,1010.23,7.350,0.750,5.512,0.112,-0.112,-0.323,-8.809,4.457,0.719,53.156,-30.102,-25.798,000000,80.00,37.560000,126.930000,8,2010.0,SIMG;37.56;126.93;90;8.5,80.813,62.819,15.775,,,,,,,15.76,,1266,1833,IDLE,"$1070,03:40:12,39,S,0,25.37,34.07,1010.23,7.350,0.750,5.512,0.112,-0.112,-0.323,-8.809,4.457,0.719,53.156,-30.102,-25.798,000000,80.00,37.560000,126.930000,8,2010.0,SIMG;37.56;126.93;90;8.5,80.813,62.819,15.775,,,,,,,15.76,,1266,1833,IDLE"
2026-05-06T03:40:13.817,1070,03:40:13,40,S,0,25.58,34.07,1010.21,7.360,0.770,5.667,0.112,0.000,0.119,-8.809,4.418,0.719,53.128,-31.183,-25.474,000000,80.00,37.560000,126.930000,8,2010.0,SIMG;37.6743;126.3422;90;8.5,80.883,62.838,15.741,,,,,,,15.73,,1266,1833,IDLE,"$1070,03:40:13,40,S,0,25.58,34.07,1010.21,7.360,0.770,5.667,0.112,0.000,0.119,-8.809,4.418,0.719,53.128,-31.183,-25.474,000000,80.00,37.560000,126.930000,8,2010.0,SIMG;37.6743;126.3422;90;8.5,80.883,62.838,15.741,,,,,,,15.73,,1266,1833,IDLE"
2026-05-06T03:40:14.654,1070,03:40:14,41,S,0,25.08,34.08,1010.23,7.370,0.790,5.822,0.224,0.224,0.105,-8.770,4.457,0.719,53.192,-31.599,-25.160,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.877,62.828,15.738,,,,,,,15.74,,1266,1833,IDLE,"$1070,03:40:14,41,S,0,25.08,34.08,1010.23,7.370,0.790,5.822,0.224,0.224,0.105,-8.770,4.457,0.719,53.192,-31.599,-25.160,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.877,62.828,15.738,,,,,,,15.74,,1266,1833,IDLE"
2026-05-06T03:40:15.683,1070,03:40:15,42,S,0,25.19,34.08,1010.27,7.380,0.810,5.978,-0.336,-0.112,-0.139,-8.844,4.457,0.719,53.458,-30.578,-25.866,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.873,62.813,15.740,,,,,,,15.75,,1266,1833,IDLE,"$1070,03:40:15,42,S,0,25.19,34.08,1010.27,7.380,0.810,5.978,-0.336,-0.112,-0.139,-8.844,4.457,0.719,53.458,-30.578,-25.866,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.873,62.813,15.740,,,,,,,15.75,,1266,1833,IDLE"
2026-05-06T03:40:16.697,1070,03:40:16,43,S,0,25.40,34.08,1010.22,7.350,0.750,5.512,-0.112,0.224,-0.160,-8.770,4.457,0.719,53.135,-30.405,-24.700,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.833,62.785,15.774,,,,,,,15.78,,1266,1833,IDLE,"$1070,03:40:16,43,S,0,25.40,34.08,1010.22,7.350,0.750,5.512,-0.112,0.224,-0.160,-8.770,4.457,0.719,53.135,-30.405,-24.700,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.833,62.785,15.774,,,,,,,15.78,,1266,1833,IDLE"
2026-05-06T03:40:17.723,1070,03:40:17,44,S,0,25.28,34.08,1010.27,7.360,0.770,5.667,0.336,0.000,-0.348,-8.844,4.418,0.719,52.597,-31.370,-24.580,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.828,62.775,15.772,,,,,,,15.79,,1266,1833,IDLE,"$1070,03:40:17,44,S,0,25.28,34.08,1010.27,7.360,0.770,5.667,0.336,0.000,-0.348,-8.844,4.418,0.719,52.597,-31.370,-24.580,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.828,62.775,15.772,,,,,,,15.79,,1266,1833,IDLE"
2026-05-06T03:40:18.743,1070,03:40:18,45,S,0,25.11,34.07,1010.24,7.370,0.790,5.822,0.112,0.336,0.214,-8.770,4.496,0.719,53.642,-30.265,-24.205,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.819,62.794,15.796,,,,,,,15.81,,1266,1833,IDLE,"$1070,03:40:18,45,S,0,25.11,34.07,1010.24,7.370,0.790,5.822,0.112,0.336,0.214,-8.770,4.496,0.719,53.642,-30.265,-24.205,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.819,62.794,15.796,,,,,,,15.81,,1266,1833,IDLE"
2026-05-06T03:40:20.361,1070,03:40:19,46,S,0,25.40,34.08,1010.22,7.380,0.810,5.978,0.112,0.448,0.992,-8.848,4.418,0.680,53.318,-30.254,-25.285,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.857,62.825,15.801,,,,,,,15.78,,1266,1833,IDLE,"$1070,03:40:19,46,S,0,25.40,34.08,1010.22,7.380,0.810,5.978,0.112,0.448,0.992,-8.848,4.418,0.680,53.318,-30.254,-25.285,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.857,62.825,15.801,,,,,,,15.78,,1266,1833,IDLE"
2026-05-06T03:40:20.766,1070,03:40:20,47,S,0,25.28,34.08,1010.27,7.350,0.750,5.512,0.112,0.224,1.075,-8.809,4.457,0.719,52.863,-30.338,-26.267,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.829,62.817,15.788,,,,,,,15.80,,1266,1833,IDLE,"$1070,03:40:20,47,S,0,25.28,34.08,1010.27,7.350,0.750,5.512,0.112,0.224,1.075,-8.809,4.457,0.719,52.863,-30.338,-26.267,000000,80.00,37.674300,126.342200,8,2010.0,TC;37.57;126.94,80.829,62.817,15.788,,,,,,,15.80,,1266,1833,IDLE"
2026-05-06T03:40:21.809,1070,03:40:21,48,S,1,25.22,34.08,1010.20,7.360,0.770,5.667,0.112,0.000,1.450,-8.809,4.457,0.719,53.405,-31.443,-23.966,000000,80.00,37.674300,126.342200,8,2010.0,SS;1,80.840,62.816,15.809,,,,,,,15.83,,1266,1833,IDLE,"$1070,03:40:21,48,S,1,25.22,34.08,1010.20,7.360,0.770,5.667,0.112,0.000,1.450,-8.809,4.457,0.719,53.405,-31.443,-23.966,000000,80.00,37.674300,126.342200,8,2010.0,SS;1,80.840,62.816,15.809,,,,,,,15.83,,1266,1833,IDLE"
