host_time,team_id,time,packet_count,mode,state,altitude_m,temperature_c,pressure_hpa,voltage_v,current_a,power_w,gyro_roll,gyro_pitch,gyro_yaw,acc_roll,acc_pitch,acc_yaw,mag_roll,mag_pitch,mag_yaw,gps_time,gps_alt,gps_lat,gps_lon,gps_sats,distance_cm,cmd_echo,filtered_roll,filtered_pitch,filtered_yaw,start_lat,start_lon,target_lat,target_lon,carrot_lat,carrot_lon,current_heading_deg,desired_heading_deg,left_pulse_us,right_pulse_us,guidance_state,raw
2026-05-06T03:59:14.589,1070,03:59:14,152,F,0,25.48,33.51,1010.17,7.360,0.770,5.667,0.000,0.000,0.036,-8.043,-5.387,0.562,53.846,9.562,-5.024,000000,-17.00,37.560000,126.930000,0,1830.0,,275.965,56.017,348.334,,,,,,,348.31,,1266,1833,IDLE,"$1070,03:59:14,152,F,0,25.48,33.51,1010.17,7.360,0.770,5.667,0.000,0.000,0.036,-8.043,-5.387,0.562,53.846,9.562,-5.024,000000,-17.00,37.560000,126.930000,0,1830.0,,275.965,56.017,348.334,,,,,,,348.31,,1266,1833,IDLE"
2026-05-06T03:59:15.606,1070,03:59:15,153,F,0,25.48,33.51,1010.18,7.370,0.790,5.822,-0.112,0.112,-0.008,-8.043,-5.387,0.562,53.876,8.845,-6.165,000000,-17.00,37.560000,126.930000,0,1830.0,,275.991,56.002,348.315,,,,,,,348.33,,1266,1833,IDLE,"$1070,03:59:15,153,F,0,25.48,33.51,1010.18,7.370,0.790,5.822,-0.112,0.112,-0.008,-8.043,-5.387,0.562,53.876,8.845,-6.165,000000,-17.00,37.560000,126.930000,0,1830.0,,275.991,56.002,348.315,,,,,,,348.33,,1266,1833,IDLE"
2026-05-06T03:59:16.671,1070,03:59:16,154,F,0,25.77,33.51,1010.16,7.380,0.810,5.978,-0.112,0.112,-0.073,-8.043,-5.387,0.562,53.848,9.177,-6.581,000000,-17.00,37.560000,126.930000,0,1830.0,,275.956,56.030,348.333,,,,,,,348.34,,1266,1833,IDLE,"$1070,03:59:16,154,F,0,25.77,33.51,1010.16,7.380,0.810,5.978,-0.112,0.112,-0.073,-8.043,-5.387,0.562,53.848,9.177,-6.581,000000,-17.00,37.560000,126.930000,0,1830.0,,275.956,56.030,348.333,,,,,,,348.34,,1266,1833,IDLE"
2026-05-06T03:59:17.687,1070,03:59:17,155,F,0,25.13,33.50,1010.21,7.350,0.750,5.512,-0.112,0.000,-0.173,-8.043,-5.387,0.562,53.822,8.663,-6.007,000000,-17.00,37.560000,126.930000,0,1830.0,,275.967,56.003,348.341,,,,,,,348.34,,1266,1833,IDLE,"$1070,03:59:17,155,F,0,25.13,33.50,1010.21,7.350,0.750,5.512,-0.112,0.000,-0.173,-8.043,-5.387,0.562,53.822,8.663,-6.007,000000,-17.00,37.560000,126.930000,0,1830.0,,275.967,56.003,348.341,,,,,,,348.34,,1266,1833,IDLE"
2026-05-06T03:59:18.731,1070,03:59:18,156,F,0,25.45,33.50,1010.20,7.360,0.770,5.667,0.000,0.000,-0.084,-8.039,-5.426,0.562,53.742,8.971,-5.472,000000,-17.00,37.560000,126.930000,0,1830.0,,276.027,56.014,348.323,,,,,,,348.31,,1266,1833,IDLE,"$1070,03:59:18,156,F,0,25.45,33.50,1010.20,7.360,0.770,5.667,0.000,0.000,-0.084,-8.039,-5.426,0.562,53.742,8.971,-5.472,000000,-17.00,37.560000,126.930000,0,1830.0,,276.027,56.014,348.323,,,,,,,348.31,,1266,1833,IDLE"
2026-05-06T03:59:19.733,1070,03:59:19,157,F,0,25.72,33.50,1010.18,7.370,0.790,5.822,0.000,0.000,-0.090,-8.043,-5.387,0.562,53.714,9.439,-5.230,000000,-17.00,37.560000,126.930000,0,1830.0,,276.021,56.002,348.308,,,,,,,348.31,,1266,1833,IDLE,"$1070,03:59:19,157,F,0,25.72,33.50,1010.18,7.370,0.790,5.822,0.000,0.000,-0.090,-8.043,-5.387,0.562,53.714,9.439,-5.230,000000,-17.00,37.560000,126.930000,0,1830.0,,276.021,56.002,348.308,,,,,,,348.31,,1266,1833,IDLE"
2026-05-06T03:59:20.747,1070,03:59:20,158,F,0,25.54,33.49,1010.21,7.380,0.810,5.978,0.336,0.112,-0.216,-8.043,-5.387,0.562,54.462,8.308,-7.031,000000,-17.00,37.560000,126.930000,0,1830.0,,276.006,56.005,348.322,,,,,,,348.33,,1266,1833,IDLE,"$1070,03:59:20,158,F,0,25.54,33.49,1010.21,7.380,0.810,5.978,0.336,0.112,-0.216,-8.043,-5.387,0.562,54.462,8.308,-7.031,000000,-17.00,37.560000,126.930000,0,1830.0,,276.006,56.005,348.322,,,,,,,348.33,,1266,1833,IDLE"
2026-05-06T03:59:21.797,1070,03:59:21,159,F,0,25.43,33.50,1010.19,7.350,0.750,5.512,0.000,0.112,-0.022,-8.043,-5.387,0.562,53.567,8.643,-8.198,000000,-17.00,37.560000,126.930000,0,1830.0,,275.986,55.989,348.331,,,,,,,348.33,,1266,1833,IDLE,"$1070,03:59:21,159,F,0,25.43,33.50,1010.19,7.350,0.750,5.512,0.000,0.112,-0.022,-8.043,-5.387,0.562,53.567,8.643,-8.198,000000,-17.00,37.560000,126.930000,0,1830.0,,275.986,55.989,348.331,,,,,,,348.33,,1266,1833,IDLE"
2026-05-06T03:59:22.600,1070,03:59:22,160,F,0,25.52,33.49,1010.18,7.360,0.770,5.667,-0.112,0.112,0.065,-8.043,-5.387,0.562,54.102,8.889,-5.925,000000,-17.00,37.560000,126.930000,0,1830.0,,276.007,56.025,348.322,,,,,,,348.31,,1266,1833,IDLE,"$1070,03:59:22,160,F,0,25.52,33.49,1010.18,7.360,0.770,5.667,-0.112,0.112,0.065,-8.043,-5.387,0.562,54.102,8.889,-5.925,000000,-17.00,37.560000,126.930000,0,1830.0,,276.007,56.025,348.322,,,,,,,348.31,,1266,1833,IDLE"
2026-05-06T03:59:23.651,1070,03:59:23,161,F,0,25.61,33.49,1010.18,7.370,0.790,5.822,0.336,-0.112,-0.005,-8.043,-5.387,0.562,54.119,9.033,-5.494,000000,-17.00,37.560000,126.930000,0,1830.0,,276.011,56.041,348.307,,,,,,,348.31,,1266,1833,IDLE,"$1070,03:59:23,161,F,0,25.61,33.49,1010.18,7.370,0.790,5.822,0.336,-0.112,-0.005,-8.043,-5.387,0.562,54.119,9.033,-5.494,000000,-17.00,37.560000,126.930000,0,1830.0,,276.011,56.041,348.307,,,,,,,348.31,,1266,1833,IDLE"
