host_time,team_id,time,packet_count,mode,state,altitude_m,temperature_c,pressure_hpa,voltage_v,current_a,power_w,gyro_roll,gyro_pitch,gyro_yaw,acc_roll,acc_pitch,acc_yaw,mag_roll,mag_pitch,mag_yaw,gps_time,gps_alt,gps_lat,gps_lon,gps_sats,distance_cm,cmd_echo,filtered_roll,filtered_pitch,filtered_yaw,start_lat,start_lon,target_lat,target_lon,carrot_lat,carrot_lon,current_heading_deg,desired_heading_deg,left_pulse_us,right_pulse_us,guidance_state,raw
2026-05-06T03:52:22.146,1070,03:52:00,8,F,0,24.81,35.24,1010.25,7.380,0.810,5.978,-0.112,0.000,-0.014,0.500,9.668,0.832,39.018,-38.057,-21.030,000000,-17.00,37.560000,126.930000,0,4930.0,,84.990,357.047,116.746,,,,,,,116.75,,1266,1833,IDLE,"$1070,03:52:00,8,F,0,24.81,35.24,1010.25,7.380,0.810,5.978,-0.112,0.000,-0.014,0.500,9.668,0.832,39.018,-38.057,-21.030,000000,-17.00,37.560000,126.930000,0,4930.0,,84.990,357.047,116.746,,,,,,,116.75,,1266,1833,IDLE"
2026-05-06T03:52:25.803,1070,03:52:01,9,F,0,25.13,35.24,1010.25,7.350,0.750,5.512,0.224,0.224,-0.061,0.500,9.668,0.832,38.499,-38.197,-22.020,000000,-17.00,37.560000,126.930000,0,4916.0,,85.022,357.036,116.749,,,,,,,116.75,,1266,1833,IDLE,"$1070,03:52:01,9,F,0,25.13,35.24,1010.25,7.350,0.750,5.512,0.224,0.224,-0.061,0.500,9.668,0.832,38.499,-38.197,-22.020,000000,-17.00,37.560000,126.930000,0,4916.0,,85.022,357.036,116.749,,,,,,,116.75,,1266,1833,IDLE"
2026-05-06T03:52:25.991,1070,03:52:02,10,F,0,25.22,35.25,1010.21,7.360,0.770,5.667,-0.224,0.000,-0.035,0.500,9.668,0.832,38.644,-37.807,-21.701,000000,-17.00,37.560000,126.930000,0,4902.0,,85.023,357.036,116.747,,,,,,,116.74,,1266,1833,IDLE,"$1070,03:52:02,10,F,0,25.22,35.25,1010.21,7.360,0.770,5.667,-0.224,0.000,-0.035,0.500,9.668,0.832,38.644,-37.807,-21.701,000000,-17.00,37.560000,126.930000,0,4902.0,,85.023,357.036,116.747,,,,,,,116.74,,1266,1833,IDLE"
2026-05-06T03:52:26.393,1070,03:52:03,11,F,0,25.52,35.25,1010.17,7.370,0.790,5.822,-0.112,-0.112,-0.000,0.500,9.668,0.871,38.279,-37.358,-23.261,000000,-17.00,37.560000,126.930000,0,4888.0,,85.007,357.050,116.745,,,,,,,116.74,,1266,1833,IDLE,"$1070,03:52:03,11,F,0,25.52,35.25,1010.17,7.370,0.790,5.822,-0.112,-0.112,-0.000,0.500,9.668,0.871,38.279,-37.358,-23.261,000000,-17.00,37.560000,126.930000,0,4888.0,,85.007,357.050,116.745,,,,,,,116.74,,1266,1833,IDLE"
2026-05-06T03:52:26.795,1070,03:52:04,12,F,0,25.13,35.24,1010.23,7.380,0.810,5.978,0.112,0.000,-0.037,0.500,9.668,0.832,39.296,-39.007,-22.904,000000,-17.00,37.560000,126.930000,0,4874.0,$1070,03:52:06,14,F,0,25.25,35.24,1010.24,7.360,0.770,5.667,0.000,0.000,-0.023,0.500,"$1070,03:52:04,12,F,0,25.13,35.24,1010.23,7.380,0.810,5.978,0.112,0.000,-0.037,0.500,9.668,0.832,39.296,-39.007,-22.904,000000,-17.00,37.560000,126.930000,0,4874.0,$1070,03:52:06,14,F,0,25.25,35.24,1010.24,7.360,0.770,5.667,0.000,0.000,-0.023,0.500,9.668,0.832,38.340,-37.991,-23.345,000000,-17.00,37.560000,126.930000,0,4844.0,,85.004,357.046,116.756,,,,,,,116.76,,1266,1833,IDLE"
2026-05-06T03:52:27.019,1070,03:52:07,15,F,0,25.43,35.24,1010.32,38.661,-38.192,-22.730,000000,-17.00,37.560000,126.930000,0,4802.0,,85.002,357.049,116.748,,,,,,,116.75,,1266,1833,IDLE,,,,,,,,,,"$1070,03:52:07,15,F,0,25.43,35.24,1010.32,38.661,-38.192,-22.730,000000,-17.00,37.560000,126.930000,0,4802.0,,85.002,357.049,116.748,,,,,,,116.75,,1266,1833,IDLE"
2026-05-06T03:52:27.443,1070,03:52:10,18,F,0,25.13,35.24,1010.20,7.360,0.770,5.667,0.112,0.112,-0.000,0.500,9.668,0.832,38.634,-38.393,-23.249,000000,-17.00$1070,03:52:14,22,F,0,25.13,35.24,1010.23,7.360,0.770,5.667,0.336,0.112,-0.052,0.500,9.668,0.871,38.688,-37.949,-23.053,"$1070,03:52:10,18,F,0,25.13,35.24,1010.20,7.360,0.770,5.667,0.112,0.112,-0.000,0.500,9.668,0.832,38.634,-38.393,-23.249,000000,-17.00$1070,03:52:14,22,F,0,25.13,35.24,1010.23,7.360,0.770,5.667,0.336,0.112,-0.052,0.500,9.668,0.871,38.688,-37.949,-23.053,000000,-17.00,37.560000,126.930000,0,4727.0,,84.997,357.051,116.761,,,,,,,116.76,,1266,1833,IDLE"
2026-05-06T03:52:27.644,1070,03:52:15,23,F,0,25.31,35.24,1010.$1070,03:52:18,26,F,0,24.93,35.24,1010.23,7.360,0.770,5.667,-0.112,0.000,-0.017,0.500,9.668,0.832,38.784,-37.049,-21.636,000000,-17.00,37.560000,126.930000,0,4671.0,,85.039,357.045,116.799,,,,,"$1070,03:52:15,23,F,0,25.31,35.24,1010.$1070,03:52:18,26,F,0,24.93,35.24,1010.23,7.360,0.770,5.667,-0.112,0.000,-0.017,0.500,9.668,0.832,38.784,-37.049,-21.636,000000,-17.00,37.560000,126.930000,0,4671.0,,85.039,357.045,116.799,,,,,,,116.79,,1266,1833,IDLE"
2026-05-06T03:52:27.852,1070,03:52:19,27,F,0,25.11,35.24,1010$1070,03:52:22,30,F,0,25.28,35.24,1010.17,7.360,0.770,5.667,-0.112,0.559,0.524,0.883,9.629,0.832,38.655,-37.816,-23.936,000000,-17.00,37.560000,126.930000,0,4615.0,,85.011,357.027,116.810,,,,,"$1070,03:52:19,27,F,0,25.11,35.24,1010$1070,03:52:22,30,F,0,25.28,35.24,1010.17,7.360,0.770,5.667,-0.112,0.559,0.524,0.883,9.629,0.832,38.655,-37.816,-23.936,000000,-17.00,37.560000,126.930000,0,4615.0,,85.011,357.027,116.810,,,,,,,116.81,,1266,1833,IDLE"
2026-05-06T03:52:28.050,1070,03:52:23,31,F,0,25.13,35.24,1010.22,7.370,0.790,5.822,30.438,-17.233,3.648,-0.113,10.629,0.602,36.853,-38.662,-23.336,000000,-17.00,37.560000,126.930000,0,4606.0,,85.243,358.750,117.089,,,,,,,118.44,,1266,1833,IDLE,"$1070,03:52:23,31,F,0,25.13,35.24,1010.22,7.370,0.790,5.822,30.438,-17.233,3.648,-0.113,10.629,0.602,36.853,-38.662,-23.336,000000,-17.00,37.560000,126.930000,0,4606.0,,85.243,358.750,117.089,,,,,,,118.44,,1266,1833,IDLE"
