host_time,team_id,time,packet_count,mode,state,altitude_m,temperature_c,pressure_hpa,voltage_v,current_a,power_w,gyro_roll,gyro_pitch,gyro_yaw,acc_roll,acc_pitch,acc_yaw,mag_roll,mag_pitch,mag_yaw,gps_time,gps_alt,gps_lat,gps_lon,gps_sats,distance_cm,cmd_echo,filtered_roll,filtered_pitch,filtered_yaw,start_lat,start_lon,target_lat,target_lon,carrot_lat,carrot_lon,current_heading_deg,desired_heading_deg,left_pulse_us,right_pulse_us,guidance_state,raw
2026-05-08T04:54:12.057,1070,04:53:49,93,F,0,58.40,31.27,1006.25,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:53:49,93,F,0,58.40,31.27,1006.25,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:15.547,1070,04:53:50,94,F,0,58.43,31.28,1006.26,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.25,F,0,58.39,31.30,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,"$1070,04:53:50,94,F,0,58.43,31.28,1006.26,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.25,F,0,58.39,31.30,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1730.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:20.490,1070,04:54:06,109,F,0,58.60,31.38,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.00000,0,58.59,31.42,1006.23,7.360,"$1070,04:54:06,109,F,0,58.60,31.38,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.00000,0,58.59,31.42,1006.23,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1730.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:20.702,1070,04:54:11,114,F,0,58.32,31.43,1006.24,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:54:11,114,F,0,58.32,31.43,1006.24,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:21.110,1070,04:54:12,115,F,0,58.46,31.44,1006.26,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:54:12,115,F,0,58.46,31.44,1006.26,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:22.775,1070,04:54:16,119,F,0,58.73,31.47,1006.23,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:54:16,119,F,0,58.73,31.47,1006.23,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:23.189,1070,04:54:17,120,F,0,58.26,31.48,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:54:17,120,F,0,58.26,31.48,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:28.123,1070,04:54:18,121,F,0,58.37,31.48,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.$1070,04:54:20,123,F,0,58.58,31.49,1006.24,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,"$1070,04:54:18,121,F,0,58.37,31.48,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.$1070,04:54:20,123,F,0,58.58,31.49,1006.24,7.370,0.790,5.822,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1730.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:28.533,1070,04:54:21,124,F,0,58.42,31.51,1006.23,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1710.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:54:21,124,F,0,58.42,31.51,1006.23,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1710.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
2026-05-08T04:54:30.199,1070,04:54:22,125,F,0,58.86,31.51,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000,"$1070,04:54:22,125,F,0,58.86,31.51,1006.24,7.360,0.770,5.667,-0.336,-0.112,0.000,-2.715,-1.559,9.379,-28.688,76.250,70.188,000000,80.00,37.560000,126.930000,0,1720.0,,350.562,16.109,90.204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,1266,1833,60.0000"
