time_s,flight_state,baro_alt_m,mode,fail_reason,nav_valid,l1_valid,l1_reason,l1out_valid,l1out_reason,yaw_rate_cmd_dps,yaw_rate_limit_dps,delta_arm_deg,left_pw,right_pw,dr_age_s,dr_confidence,dr_current_E,dr_current_N,nu_deg,distance_to_target,saturated,gyro_rejected,baro_sink_spike,speed_clamped,dr_speed_source,decide_call_count,produce_l1input_call_count,dr_pm_double_update,exception
21600.541620199998,4,150.0,GPS_TRACKING_CLOSED,GPS_NAV,True,True,GPS_NAV,True,GPS_NAV,0.0,59.99999999999999,0.0,1591,1524,0.0,1.0,0.0,0.0,0.0,29.999999999838295,False,False,False,False,,1,1,False,
