mode,K,tau,disturbance_dps,command_dps,final_yaw_rate_dps,final_error_dps,final_error_ratio,error_ratio_1s,response_time_63_s,max_abs_yaw_rate_dps,saturation_ratio,settling_time_s,diverged,opposite_sign,pass,fail_reason
GPS_TRACKING_CLOSED,0.63,0.66,0.0,30.0,34.84326485554638,-4.84326485554638,0.161442161851546,0.191096622229914,0.35000000000000003,38.170004051633576,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,15.0,-30.0,-32.30761694428748,2.3076169442874814,0.07692056480958272,0.1041936345817394,0.5,32.30761694428748,0.0,1.05,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,15.0,-15.0,-10.373249561657108,-4.626750438342892,0.30845002922285947,0.5007743466325573,1.4500000000000002,10.373249561657108,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,15.0,15.0,20.023975391687515,-5.0239753916875145,0.3349316927791676,0.6219063585168157,0.2,24.983902365388595,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,15.0,30.0,39.48908376139808,-9.489083761398078,0.3163027920466026,0.4670467768531407,0.25,45.61599893585493,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,-15.0,-30.0,-48.88939577905715,18.889395779057153,0.6296465259685717,0.7016266707231952,0.1,56.11195590609053,0.0,nan,False,False,False,FINAL_ERROR
GPS_TRACKING_CLOSED,1.0,0.3,-15.0,-15.0,-20.539215686274517,5.539215686274517,0.36928104575163445,0.7583772467560431,0.1,29.22937284410024,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,-15.0,15.0,12.805124122965125,2.1948758770348746,0.14632505846899163,0.15773319446255496,0.25,12.805124122965125,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,-15.0,30.0,34.855544426325466,-4.855544426325466,0.16185148087751552,0.3064524925761257,0.15000000000000002,40.74239346326243,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,0.0,-30.0,-39.08547421042971,9.085474210429709,0.302849140347657,0.5042113727618829,0.1,48.352117566781615,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,0.0,-15.0,-19.78981416183343,4.78981416183343,0.31932094412222867,0.36356516114904003,0.1,21.54076726511451,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,0.0,15.0,19.78981416183343,-4.78981416183343,0.31932094412222867,0.36356516114904003,0.1,21.54076726511451,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,0.0,30.0,39.08547421042971,-9.085474210429709,0.302849140347657,0.5042113727618829,0.1,48.352117566781615,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,15.0,-30.0,-34.855544426325466,4.855544426325466,0.16185148087751552,0.3064524925761257,0.15000000000000002,40.74239346326243,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,15.0,-15.0,-12.805124122965125,-2.1948758770348746,0.14632505846899163,0.15773319446255496,0.25,12.805124122965125,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,15.0,15.0,20.539215686274517,-5.539215686274517,0.36928104575163445,0.7583772467560431,0.1,29.22937284410024,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.3,15.0,30.0,48.88939577905715,-18.889395779057153,0.6296465259685717,0.7016266707231952,0.1,56.11195590609053,0.0,nan,False,False,False,FINAL_ERROR
GPS_TRACKING_CLOSED,1.0,0.5,-15.0,-30.0,-48.88939577905783,18.88939577905783,0.6296465259685943,0.8054293441541414,0.15000000000000002,54.79309821635225,0.0,nan,False,False,False,FINAL_ERROR
GPS_TRACKING_CLOSED,1.0,0.5,-15.0,-15.0,-20.539215686278027,5.539215686278027,0.36928104575186843,0.8665259181990143,0.15000000000000002,28.381005421107176,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,1.0,0.5,-15.0,15.0,14.291530546999212,0.708469453000788,0.0472312968667192,0.12454431530658247,0.4,14.291530546999212,0.0,0.9500000000000001,False,False,True,
