time_s,flight_state,baro_alt_m,mode,fail_reason,gps_pos_fresh,gps_motion_fresh,imu_gyrz_fresh,imu_yaw_fresh,baro_sink_fresh,acc_fresh,l1_valid,l1_reason,yaw_rate_cmd_dps,yaw_rate_limit_dps,gyrz_meas_dps,delta_ff_deg,delta_pid_deg,delta_arm_deg,left_angle_deg,right_angle_deg,left_pw,right_pw,saturated,gyro_rejected,baro_sink_spike,dr_confidence,dr_age_s,distance_to_target,nu_deg
21600.541620199998,4,150.0,GPS_TRACKING_CLOSED,FAIL,True,True,True,True,True,True,True,GPS_NAV,0.0,59.99999999999999,-2.0,0.0,0.0,0.0,80.0,80.0,1591,1524,False,False,False,1.0,0.0,29.999999999838295,0.0
